accession	clan	clan_description	PSSM_Id	GMSC_count	GMSC_fraction	short_name	description	PSSM_Length	clan_id	short_description	group
19275			437107	1	7.37350566690778e-07	HflX_C	HflX C-terminal domain. This entry represents the C-terminal domain of the HflX protein. HflX binds to the intersubunit face of the 50S subunit. Its C-terminal domain (CTD) predominantly interacts with the NTD of uL11 at the bL12 stalk base. Truncation of the CTD rendered HflX inactive in 70S splitting.	102		HflX C-terminal domain	HflX C-terminal domain
09862	HTH	Helix-turn-helix clan	430887	1	7.37350566690778e-07	DUF2089	Protein of unknown function (DUF2089). This domain, found in various hypothetical prokaryotic proteins, has no known function. This domain is a zinc-ribbon.	114	CL0123	Domain of unknown function (DUF2089)-HTH	Helix-turn-helix clan
18357	SH3	Src homology-3 domain	436434	1	7.37350566690778e-07	DtxR	Diphteria toxin repressor SH3 domain. This is an SH3 domain which can be found in diphtheria toxin repressor (DtxR) proteins. DtxR) from Corynebacterium diphtheriae regulates the expression of the gene on corynebacteriophages that encodes diphtheria toxin (DT). Other genes regulated by DtxR include those that encode proteins involved in siderophore-mediated iron uptake.	78	CL0010	Diphteria toxin repressor SH3 domain	Src homology-3 domain
09620			430718	1	7.37350566690778e-07	Cas_csx3	CRISPR-associated protein (Cas_csx3). This entry is encoded in CRISPR-associated (cas) gene clusters, near CRISPR repeats, in the genomes of several different thermophiles: Archaeoglobus fulgidus (archaeal), Aquifex aeolicus (Aquificae), Dictyoglomus thermophilum (Dictyoglomi), and a thermophilic Synechococcus (Cyanobacteria). It is not yet assigned to a specific CRISPR/cas subtype (hence the x designation csx3).	79		CRISPR-associated protein (Cas_csx3)	CRISPR-associated protein (Cas_csx3)
18780			436732	1	7.37350566690778e-07	HNH_repeat	Homing endonuclease repeat. Homing endonucleases are found in bacteria and viruses and catalyze the hydrolysis of genomic DNA within the cells that synthesize them. This entry represents a single repeat unit.	54		Homing endonuclease associated repeat	Homing endonuclease associated repeat
14446	RING	Ring-finger/U-box superfamily	433958	1	7.37350566690778e-07	Prok-RING_1	Prokaryotic RING finger family 1. RING finger family found sporadically in bacteria and archaea, and associated in gene neighborhoods with other components of the ubiquitin-based signaling and degradation system, including ubiquitin, the E1 and E2 proteins and the JAB-like metallopeptidase. The bacterial versions contain transmembrane helices.	52	CL0229	Prokaryotic RING finger family 1	Ring-finger/U-box superfamily
18412			436481	1	7.37350566690778e-07	Wza_C	Outer-membrane lipoprotein Wza C-terminal domain. This is the C-terminal domain found in Wza, an integral outer membrane lipoprotein, which is essential for group 1 capsule export in Escherichia coli. The domain is exposed on the cell surface and is suggested to mimic antimicrobial peptide pore formation.	30		Outer-membrane lipoprotein Wza C-terminal domain	Outer-membrane lipoprotein Wza C-terminal domain
19682			437514	1	7.37350566690778e-07	DUF6184	Family of unknown function (DUF6184). This entry represents a member of a biosynthetic gene cluster (BGC). This BGC (BGC0000990) is described by MIBiG as an example of the following biosynthetic class, polyketide. It includes a member from the epothilone biosynthetic gene cluster from Sorangium cellulosum. This family appears to be predominantly found in Proteobacteria.	81		Family of unknown function (DUF6184)	Domain of unknown function
10953			402504	1	7.37350566690778e-07	DUF2754	Protein of unknown function (DUF2754). This family of proteins with unknown function appear to be restricted to Enterobacteriaceae.	70		Protein of unknown function (DUF2754)	Domain of unknown function
17726	HTH	Helix-turn-helix clan	435994	1	7.37350566690778e-07	DpnI_C	Dam-replacing HTH domain. Dam-replacing protein (DRP) is an restriction endonuclease that is flanked by pseudo-transposable small repeat elements. The replacement of Dam-methylase by DRP allows phase variation through slippage-like mechanisms in several pathogenic isolates of Neisseria meningitidis. This domain represents the C-terminal HTH domain.	70	CL0123	Dam-replacing HTH domain	Helix-turn-helix clan
15723	Plasmid_toxin	Plasmid toxin	434885	1	7.37350566690778e-07	MqsR_toxin	Motility quorum-sensing regulator, toxin of MqsA. MqsR_toxin is a family of bacterial toxins that act as an mRNA interferase. MqsR is the gene most highly upregulated in E. coli persister cells and it plays an essential role in biofilm regulation and cell signalling. It forms part of a bacterial toxin-antitoxin TA system, and as expected for a TA system, the expression of the MqsR toxin leads to growth arrest, while co-expression with its antitoxin, MqsA, rescues the growth arrest phenotype. In addition, MqsR associates with MqsA to form a tight, non-toxic complex and both MqsA alone and the MqsR:MqsA2:MqsR complex bind and regulate the mqsR promoter. The structure of MqsR shows that is is a member of the RelE/YoeB family of bacterial RNases that are structurally and functionally characterized bacterial toxins.y characterized bacterial toxins.	96	CL0136	Motility quorum-sensing regulator, toxin of MqsA	Plasmid toxin
03983	SH3	Src homology-3 domain	427630	1	7.37350566690778e-07	SHD1	SLA1 homology domain 1, SHD1. NPFXD peptides specifically interact with the SHD1 domain. NPFXD is a clathrin-facilitated endocytic targeting signal. NPFXD was originally discovered in the cytoplasmic domain of the furin-like protease Kex2p. Sla1 is thought to function as an endocytic adaptor.	67	CL0010	SLA1 homology domain 1, SHD1	Src homology-3 domain
10749			402400	1	7.37350566690778e-07	DUF2534	Protein of unknown function (DUF2534). This family of proteins with unknown function appears to be restricted to Enterobacteriaceae.	80		Protein of unknown function (DUF2534)	Domain of unknown function
09882			430900	1	7.37350566690778e-07	DUF2109	Predicted membrane protein (DUF2109). This domain, found in various hypothetical archaeal proteins, has no known function.	76		Predicted membrane protein (DUF2109)	Predicted membrane protein (DUF2109)
06569			399518	1	7.37350566690778e-07	DUF1128	Protein of unknown function (DUF1128). This family consists of several short, hypothetical bacterial proteins of unknown function.	71		Protein of unknown function (DUF1128)	Domain of unknown function
07833			400265	1	7.37350566690778e-07	Cu_amine_oxidN1	Copper amine oxidase N-terminal domain. Copper amine oxidases catalyze the oxidative deamination of primary amines to the corresponding aldehydes, while reducing molecular oxygen to hydrogen peroxide. These enzymes are dimers of identical subunits, each comprising four domains. The N-terminal domain, which is absent in some amine oxidases, consists of a five-stranded antiparallel beta sheet twisted around an alpha helix. The D1 domains from the two subunits comprise the 'stalk' of the mushroom-shaped dimer, and interact with each other but do not pack tightly against each other.	93		Copper amine oxidase N-terminal domain	Copper amine oxidase N-terminal domain
05199	NADP_Rossmann	FAD/NAD(P)-binding Rossmann fold Superfamily	398739	1	7.37350566690778e-07	GMC_oxred_C	GMC oxidoreductase. This domain found associated with pfam00732.	143	CL0063	GMC oxidoreductase	FAD/NAD(P)-binding Rossmann fold Superfamily
00665	RNase_H	Ribonuclease H-like superfamily	425808	1	7.37350566690778e-07	rve	Integrase core domain. Integrase mediates integration of a DNA copy of the viral genome into the host chromosome. Integrase is composed of three domains. The amino-terminal domain is a zinc binding domain pfam02022. This domain is the central catalytic domain. The carboxyl terminal domain that is a non-specific DNA binding domain pfam00552. The catalytic domain acts as an endonuclease when two nucleotides are removed from the 3' ends of the blunt-ended viral DNA made by reverse transcription. This domain also catalyzes the DNA strand transfer reaction of the 3' ends of the viral DNA to the 5' ends of the integration site.	98	CL0219	Integrase core domain	Ribonuclease H-like superfamily
13781	DoxD-like	DoxD-like	433474	1	7.37350566690778e-07	DoxX_3	DoxX-like family. This family of uncharacterized proteins are related to DoxX pfam07681.	101	CL0131	DoxX-like family	DoxD-like
04930			428203	1	7.37350566690778e-07	FUN14	FUN14 family. This family of short proteins are found in eukaryotes and some archaea. Although the function of these proteins is not known they may contain transmembrane helices.	95		FUN14 family	FUN14 family
10391	HHH	Helix-hairpin-helix superfamily	431250	1	7.37350566690778e-07	DNA_pol_lambd_f	Fingers domain of DNA polymerase lambda. DNA polymerases catalyze the addition of dNMPs onto the 3-prime ends of DNA chains. There is a general polymerase fold consisting of three subdomains that have been likened to the fingers, palm, and thumb of a right hand. DNA_pol_lambd_f is the central three-helical region of DNA polymerase lambda referred to as the F and G helices of the fingers domain. Contacts with DNA involve this conserved helix-hairpin-helix motif in the fingers region which interacts with the primer strand. This motif is common to several DNA binding proteins and confers a sequence-independent interaction with the DNA backbone.	51	CL0198	Fingers domain of DNA polymerase lambda	Helix-hairpin-helix superfamily
14285			433839	1	7.37350566690778e-07	DUF4367	Domain of unknown function (DUF4367). This family of proteins is found in bacteria, archaea and eukaryotes. Proteins in this family are typically between 229 and 435 amino acids in length.	110		Domain of unknown function (DUF4367)	Domain of unknown function
14169			372943	1	7.37350566690778e-07	YdjO	Cold-inducible protein YdjO. This family includes the B. subtilis YdjO protein, which is functionally uncharacterized. This is not a homolog of E. coli YdjO. B. subtilis YdjO is cold-inducible. Its expression is induced by the extracytoplasmic function sigma factor sigma-W. This family of proteins is found in bacteria. Proteins in this family are approximately 60 amino acids in length.	59		Cold-inducible protein YdjO	Cold-inducible protein YdjO
04117			427722	1	7.37350566690778e-07	Mpv17_PMP22	Mpv17 / PMP22 family. The 22-kDa peroxisomal membrane protein (PMP22) is a major component of peroxisomal membranes. PMP22 seems to be involved in pore forming activity and may contribute to the unspecific permeability of the organelle membrane. PMP22 is synthesized on free cytosolic ribosomes and then directed to the peroxisome membrane by specific targeting information. Mpv17 is a closely related peroxisomal protein. In mouse, the Mpv17 protein is involved in the development of early-onset glomerulosclerosis. More recently a homolog of Mpv17 in S. cerevisiae has been been found to be an integral membrane protein of the inner mitochondrial membrane where it has been proposed to have a role in ethanol metabolism and tolerance during heat-shock. Defects in MPV17 is associated with mitochondrial DNA depletion syndrome (MDDS) and Navajo neurohepatopathy (NNH). MDDS is a clinically heterogeneous group of disorders characterized by a reduction in mitochondrial DNA (mtDNA) copy number. Primary mtDNA depletion is inherited as an autosomal recessive trait and may affect single organs, typically muscle or liver, or multiple tissues. Individuals with the hepatocerebral form of mitochondrial DNA depletion syndrome have early progressive liver failure and neurologic abnormalities, hypoglycemia, and increased lactate in body fluids. NNH is an autosomal recessive disease that is prevalent among Navajo children in the South Western states of America. The major clinical features are hepatopathy, peripheral neuropathy, corneal anesthesia and scarring, acral mutilation, cerebral leukoencephalopathy, failure to thrive, and recurrent metabolic acidosis with intercurrent infections. Infantile, childhood, and classic forms of NNH have been described. Mitochondrial DNA depletion was detected in the livers of patients, suggesting a primary defect in mtDNA maintenance.	62		Mpv17 / PMP22 family	Mpv17 / PMP22 family
